2021-07-13 15:28:02,417 | train | INFO | Config : {'random_seed': 42}
2021-07-26 17:52:11,431 | train | INFO | hyp: ['Jeju Tourism Organization said, "We will try to present the diversity of Jeju Metropolitan Night to more people by developing various and new night tour contents."']
2021-07-26 17:52:17,198 | train | INFO | ref: ['Some prizes are awarded based on the size, weight, and the number of fish you caught.']
2021-07-26 17:52:17,198 | train | INFO | hyp: ['Some prizes are awarded based on the size, weight, and the number of fish you caught.']
2021-07-26 17:52:23,036 | train | INFO | ref: ['It opened in April 1990 and was renamed as the Busan Metropolitan Joongang Library in January 1995.']
2021-07-26 17:52:23,037 | train | INFO | hyp: ['It opened in April 1990 and was renamed as the Busan Metropolitan Central Library in January 1995.']
2021-07-26 17:55:07,847 | train | INFO | Config : {'random_seed': 42, 'batch_size': 4}
2021-07-26 17:55:07,848 | train | INFO | device: cpu
2021-07-26 17:55:07,848 | train | INFO | CUDA is available : False
2021-07-26 17:55:07,849 | train | INFO | PyTorch version : 1.9.0
2021-07-26 17:55:47,523 | train | INFO | loss: 3.76102614
2021-07-26 17:56:01,164 | train | INFO | loss: 2.59607315
2021-07-26 17:56:23,712 | train | INFO | loss: 2.50502181
2021-07-26 17:56:43,359 | train | INFO | loss: 2.52853394
2021-07-26 17:56:55,707 | train | INFO | loss: 2.63940024
2021-07-26 17:57:10,914 | train | INFO | loss: 2.69563484
2021-07-26 17:57:31,946 | train | INFO | loss: 2.89325571
2021-07-26 17:57:48,665 | train | INFO | loss: 2.41585636
2021-07-26 17:58:03,082 | train | INFO | loss: 1.75389969
2021-07-26 17:58:19,479 | train | INFO | loss: 1.47690594
2021-07-26 17:58:36,897 | train | INFO | loss: 2.51211762
2021-07-26 17:58:54,063 | train | INFO | loss: 2.56726432
2021-07-26 17:59:06,365 | train | INFO | loss: 1.98032892
2021-07-26 17:59:22,573 | train | INFO | loss: 3.52195215
2021-07-26 17:59:37,795 | train | INFO | loss: 3.94274020
2021-07-26 17:59:49,183 | train | INFO | loss: 2.78842998
2021-07-26 18:00:07,038 | train | INFO | loss: 1.82813430
2021-07-26 18:00:26,864 | train | INFO | loss: 1.96218431
2021-07-26 18:00:43,331 | train | INFO | loss: 2.21844339
2021-07-26 18:00:57,317 | train | INFO | loss: 2.53601360
2021-07-26 18:01:05,565 | train | INFO | loss: 2.31587958
2021-07-26 18:01:20,229 | train | INFO | loss: 4.01747322
2021-07-26 18:01:36,573 | train | INFO | loss: 3.03284431
2021-07-26 18:01:52,727 | train | INFO | loss: 4.36033678
2021-07-26 18:01:57,900 | train | INFO | loss: 0.85463816
2021-07-26 18:02:14,485 | train | INFO | loss: 0.53945440
2021-07-26 18:02:29,483 | train | INFO | loss: 0.91638547
2021-07-26 18:02:47,783 | train | INFO | loss: 1.58253622
2021-07-26 18:03:02,584 | train | INFO | loss: 1.15285075
2021-07-26 18:03:22,642 | train | INFO | loss: 2.05819583
2021-07-26 18:03:37,388 | train | INFO | loss: 0.81741923
2021-07-26 18:03:56,105 | train | INFO | loss: 1.90344727
2021-07-26 18:04:11,758 | train | INFO | loss: 0.59110999
2021-07-26 18:04:32,901 | train | INFO | loss: 1.69030070
2021-07-26 18:04:49,738 | train | INFO | loss: 1.84526801
2021-07-26 18:05:07,820 | train | INFO | loss: 1.39082706
2021-07-26 18:05:21,150 | train | INFO | loss: 1.38366592
2021-07-26 18:05:37,757 | train | INFO | loss: 3.02896857
2021-07-26 18:05:53,635 | train | INFO | loss: 1.14490616
2021-07-26 18:06:04,826 | train | INFO | loss: 1.27680814
2021-07-26 18:06:13,986 | train | INFO | loss: 0.62106442
2021-07-26 18:06:21,765 | train | INFO | loss: 0.29530689
2021-07-26 18:06:29,827 | train | INFO | loss: 0.38945112
2021-07-26 18:06:42,193 | train | INFO | loss: 1.55347252
2021-07-26 18:06:52,827 | train | INFO | loss: 1.40479302
2021-07-26 18:07:00,198 | train | INFO | loss: 0.71437067
2021-07-26 18:07:16,276 | train | INFO | loss: 0.90316212
2021-07-26 18:07:25,011 | train | INFO | loss: 1.13499582
2021-07-26 18:07:39,316 | train | INFO | loss: 1.50873327
2021-07-26 18:07:49,822 | train | INFO | loss: 3.28798079
2021-07-26 18:08:06,043 | train | INFO | loss: 0.24872477
2021-07-26 18:08:20,537 | train | INFO | loss: 1.05663371
2021-07-26 18:08:29,190 | train | INFO | loss: 0.44262341
2021-07-26 18:08:43,217 | train | INFO | loss: 0.43644452
2021-07-26 18:09:04,023 | train | INFO | loss: 0.76350999
2021-07-26 18:09:19,927 | train | INFO | loss: 0.45189539
2021-07-26 18:09:35,780 | train | INFO | loss: 0.78802174
2021-07-26 18:09:51,097 | train | INFO | loss: 1.63220084
2021-07-26 18:10:01,672 | train | INFO | loss: 0.42528823
2021-07-26 18:10:18,974 | train | INFO | loss: 0.41118455
2021-07-26 18:10:34,136 | train | INFO | loss: 0.40082553
2021-07-26 18:10:49,950 | train | INFO | loss: 0.89119101
2021-07-26 18:11:05,608 | train | INFO | loss: 0.57557660
2021-07-26 18:11:14,307 | train | INFO | loss: 0.15872222
2021-07-26 18:11:32,389 | train | INFO | loss: 1.18822098
2021-07-26 18:11:50,853 | train | INFO | loss: 0.54516971
2021-07-26 18:12:03,811 | train | INFO | loss: 1.73488569
2021-07-26 18:12:15,018 | train | INFO | loss: 1.36638296
2021-07-26 18:12:32,087 | train | INFO | loss: 1.72285509
2021-07-26 18:12:45,050 | train | INFO | loss: 0.38427535
2021-07-26 18:12:58,777 | train | INFO | loss: 0.77650410
2021-07-26 18:13:13,787 | train | INFO | loss: 2.09113574
2021-07-26 18:13:31,367 | train | INFO | loss: 0.91954648
2021-07-26 18:13:42,432 | train | INFO | loss: 0.51409757
2021-07-26 18:13:52,220 | train | INFO | loss: 0.77040297
2021-07-26 18:14:00,212 | train | INFO | ref: ['Facilities that can be reserved for each resort can be found in Sumnadeuri (Forest Outing), and reservations can be made on a first-come, first-served basis.']
2021-07-26 18:14:00,212 | train | INFO | hyp: ['Facilities that can be reserved for each resort can be found in Forest Nadole, and reservations can be made on a first place.']
2021-07-26 18:14:11,383 | train | INFO | ref: ['In particular, Da-young, who proposed an activity, made everyone laugh by making a long face and saying, "Who said we should ride this?" and is drawing attention to the hardcore Goseong travel that made the two soul-blowing.']
2021-07-26 18:14:11,383 | train | INFO | hyp: ['In particular, Daong, who proposed an activity, said, "Who said we should ride this?" and was interested in the Hardcore Goseong Journey that made the two soul-shaped.']
2021-07-26 18:14:20,221 | train | INFO | ref: ['Jeju Tourism Organization said, "We will try to present the unique beauty of Jeju City\'s night to more people by developing various and new night tour contents."']
2021-07-26 18:14:20,221 | train | INFO | hyp: ['Jeju Tourism Organization said, "We will try to present the diversity of Jeju Metropolitan Night to more people by developing various and new night tour contents."']
2021-07-26 18:14:25,438 | train | INFO | ref: ['Some prizes are awarded based on the size, weight, and the number of fish you caught.']
2021-07-26 18:14:25,439 | train | INFO | hyp: ['Some prizes are awarded based on the size, weight, and the number of fish you caught.']
2021-07-26 18:14:30,724 | train | INFO | ref: ['It opened in April 1990 and was renamed as the Busan Metropolitan Joongang Library in January 1995.']
2021-07-26 18:14:30,724 | train | INFO | hyp: ['It opened in April 1990 and was renamed as the Busan Metropolitan Central Library in January 1995.']
2021-07-26 18:14:40,901 | train | INFO | ref: ['It offers a variety of menus, including aged fish sashimi, spotty belly greenling set, sashimi set, stewed fish, sashimi rice bowl, Korean set menu with grilled fish, cod soup, and flounder soup with mugwort.']
2021-07-26 18:14:40,902 | train | INFO | hyp: ['It offers a variety of menus, including sunset cake, sunset cake, sunset cake, sunset cake, sunset cake, sunset cake and sunset cake.']
2021-07-26 18:14:48,240 | train | INFO | ref: ['He was a heroic king who revived the declining Baekje by devising a wealthy strong soldier that matches his name.']
2021-07-26 18:14:48,240 | train | INFO | hyp: ['He was a heroic king who revived the declining Baekje by designing a wealthy strong soldier that matches his name.']
2021-07-26 18:14:55,935 | train | INFO | ref: ['The hotel offers a cold pack to keep your drinks cool, while the city of Ulsan also supports a set of first-aid travel medicine.']
2021-07-26 18:14:55,935 | train | INFO | hyp: ['The hotel offers a cold pack to keep your drinks cool, while the city of Ulsan also supports a set of travel medicine.']
2021-07-26 18:15:08,450 | train | INFO | ref: ['In addition, to develop a desirable forest tourism business model, it is developing and operating a variety of forest tour programs not only with the KORAIL Tourism Development, but also with Tour Dure and the local residents.']
2021-07-26 18:15:08,451 | train | INFO | hyp: ['In addition, to develop a desirable forest tourism business model, it is developing and operating a variety of forest tour programs not only with the development of Korail Tourism, but also with the tour Dure and the residents of the local area.']
2021-07-26 18:15:18,624 | train | INFO | ref: ['Citizens can experience the culture of dogs by participating in various events such as discus throwing, face painting, painting puppies, making fans and survival OX quizzes.']
2021-07-26 18:15:18,624 | train | INFO | hyp: ['Citizens can experience the culture of dogs by participating in various events such as spotty throwing, face painting, painting dogs, making spots and survival OX quizzes.']
2021-07-26 18:15:25,507 | train | INFO | ref: ['Jeonju City prepares a rich traditional culture program centered on Jeonju Hanok Village during the Lunar New Year holidays.']
2021-07-26 18:15:25,507 | train | INFO | hyp: ['Yongju City prepares a rich traditional culture program centered on Yongju Hanok Village during the Lunar New Year holidays.']
2021-07-26 18:15:32,319 | train | INFO | ref: ['It is said that Byeongpungbawi Rock is so beautiful that Sinseon (Taoist hermit with miraculous powers) came down to live here and he or she gave the name of Byeongpungdo.']
2021-07-26 18:15:32,319 | train | INFO | hyp: ['It is said that the freshman came down and lived here, and that freshman had the name of the freshman.']
2021-07-26 18:15:38,172 | train | INFO | ref: ['This is not the first word he made, but it has been explosively popular since last summer.']
2021-07-26 18:15:38,173 | train | INFO | hyp: ['This is not the first word he made, but it has been explosively popular since last summer.']
2021-07-26 18:15:42,427 | train | INFO | ref: ['It is not to just imitate anyone, but to imitate those who are good.']
2021-07-26 18:15:42,427 | train | INFO | hyp: ['It is not to imitate anyone, but to imitate those who are good.']
2021-07-26 18:15:46,547 | train | INFO | ref: ['It is a landscape of Macau 300 years ago that I imagine.']
2021-07-26 18:15:46,548 | train | INFO | hyp: ['It is a landscape of Macau 300 years ago that I imagine.']
2021-07-26 18:15:58,638 | train | INFO | ref: ['However, as the powers reacted coldly whereas the media around the world were cooperative, the resentful patriot lamented day after day and died after failing to overcome his righteous indignation.']
2021-07-26 18:15:58,638 | train | INFO | hyp: ['However, as the powers reacted coldly that the media around the world were cooperative, the enthusiastic person who was angry with it day after day seduced and failed to overcome his confession.']
2021-07-26 18:16:09,412 | train | INFO | ref: ['Hide & Seek, located next to Gyeongbokgung Palace, is located in the center of Seoul, and is ideally located to visit Gyeongbokgung Palace and other major tourist spots on foot.']
2021-07-26 18:16:09,412 | train | INFO | hyp: ['Hide & Seek, located next to Gyeongbok Palace, is located in the center of Seoul, and is ideally located to visit Gyeongbok Palace and other major tourist spots on foot.']
2021-07-26 18:16:19,636 | train | INFO | ref: ['If you order the noodles with a side of grilled ribs, you can select between noodles in broth and spicy noodles and you can eat noodles with charcoal-grilled ribs. There is also a common noodle menu that ribs are not provided.']
2021-07-26 18:16:19,636 | train | INFO | hyp: ['There is also a common menu that no meat is provided by selecting the number of fish and the number of fish, and there is also a common menu that no fish is provided.']
2021-07-26 18:16:27,693 | train | INFO | ref: ["It is becoming the center of the development of local culture through various knowledge transfer programs as well as the library's intrinsic service that provides various information quickly."]
2021-07-26 18:16:27,693 | train | INFO | hyp: ["It is becoming the center of the development of local culture through various knowledge transfer programs as well as the library's original service that provides various information quickly."]
2021-07-26 18:16:38,300 | train | INFO | ref: ['In addition, three of the top five items were rice cake desserts, with the top five items, such as the jondeukchaltteong Roll and the Real saengchoko chaltteoke, respectively ranked third and fourth place.']
2021-07-26 18:16:38,300 | train | INFO | hyp: ['In addition, three of the top five items were cake desserts, with the top five items, with the top five items, with the top five items, with the top five items respectively ranked third and fourth place.']
2021-07-26 18:16:44,995 | train | INFO | ref: ['The Sejong-si City Urban Regeneration Support Center operates three tour courses that follow the old traces of Jochiwon.']
2021-07-26 18:16:44,995 | train | INFO | hyp: ['The Seong-si Urban Regeneration Support Center operates three tour courses that follow the old traces of Jochiwon.']
2021-07-26 18:16:56,581 | train | INFO | ref: ['On the other hand, the number of Chinese tourists in Korea decreased from 6.13 million in 2014 to 4.17 million in 2017 and 4.79 million in 2018.It has barely recovered 6 million people to 6.02 million in 2019.']
2021-07-26 18:16:56,581 | train | INFO | hyp: ['On the other hand, the number of Chinese tourists in Korea decreased from 6.13 million in 2014 to 4.17 million in 2017 and 4.79 million in 2018.It has barely recovered 6 million people to 6.02 million in 2019.']
2021-07-26 18:17:12,608 | train | INFO | ref: ["Located in Bojeong-dong, Giheung-gu, Yongin-si, Gyeonggi-do, Bojeong-dong Cafe Street (or 'Jukjeon Cafe Street') is gaining popularity as beautiful cafes are formed along the alleys of a square-shaped residential area."]
2021-07-26 18:17:12,610 | train | INFO | hyp: ["Located in Bojeong-dong, Bojeong-dong, Bojeong-dong, Bojeong-dong Cafe Street (or 'Jukjeong Cafe Street') is gaining popularity as beautiful cafes are formed along the rounds of a square-shaped residential area."]
2021-07-26 18:17:17,352 | train | INFO | ref: ['After a long drive away from Seoul, I could arrive at the Iron Museum.']
2021-07-26 18:17:17,352 | train | INFO | hyp: ['After a long drive away from Seoul, I could arrive at the Iron Museum.']
2021-07-26 18:17:27,366 | train | INFO | ref: ['Kim, who collecting and enjoying LPs as a hobby, became "business" and in these days, it will be a life that has succeeded in "FAJATS."']
2021-07-26 18:17:27,366 | train | INFO | hyp: ['Kim, who collecting and enjoying LPs as a hobby, became "business" and in these days, it will be a life that has succeeded in "grateful consensus."']
2021-07-26 18:17:37,405 | train | INFO | ref: ['The Dalseong-gun office in Daegu announced on the 20th that it had finished the 2nd Dalseong Multi-child Family Happiness Festival in a great success.']
2021-07-26 18:17:37,406 | train | INFO | hyp: ['The Dalseong-gun team in Dongguan announced on the 20th that it had finished the 2nd Dalseong Multi-Round Family Happiness Festival in the aftermath.']
2021-07-26 18:17:45,078 | train | INFO | ref: ["For more information on Seongbuk-gu's child-friendly policies, contact the Seongbuk-gu Office's education support officer."]
2021-07-26 18:17:45,078 | train | INFO | hyp: ["For more information on the Seongbok-gu child-friendly policy, contact the Seongbok-gu Office's education support officer."]
2021-07-26 18:17:52,602 | train | INFO | ref: ['The Busan Metropolitan Government and the Busan Tourism Organization are planning to attract tourists from the Seoul metropolitan area for the summer vacation season.']
2021-07-26 18:17:52,602 | train | INFO | hyp: ['The Busan City and the Busan Tourism Organization are planning to attract tourists from the metropolitan area for the summer vacation season.']
2021-07-26 18:18:02,078 | train | INFO | ref: ['Namiseom Island, the "Snowman Heaven," presents unforgettable memories with its unique winter romance to mark the New Year of the Rat.']
2021-07-26 18:18:02,080 | train | INFO | hyp: ['Namiseon Island, the "Snowman Heaven," presents unforgettable memories with a unique winter romance to mark the New Year of the Lunar Year.']
2021-07-26 18:18:16,586 | train | INFO | ref: ['The panoramic view of Busan, the fresh seafood of Jagalchi Market, and the leisurely stroll through the 40 stairs and the bookstore alley in Bosu-dong will remain as memories of a happy trip.']
2021-07-26 18:18:16,586 | train | INFO | hyp: ['Up to the Gongdu-san Park, Barabo will remain as memories of a happy trip with the landscape of Busan and the singing seafood of Jagalchi Market, and the leisurely walk on the 40 stairs and Boju-dong Bookstore Street.']
2021-07-26 18:18:27,163 | train | INFO | ref: ['Since you have to avoid spicy, irritating, or diarrhea-causing foods and you should prepare an insulated lunch box because eating cold foods can make your stomach upset.']
2021-07-26 18:18:27,164 | train | INFO | hyp: ['Since you should avoid spicy, irritating, or diarrhea-causing foods, and because cold foods can lead to digestion, you should prepare an insulated potato that is good.']
2021-07-26 18:18:34,006 | train | INFO | ref: ['When you arrive at the observatory, you will begin to learn about the structure and principles of the astronomical telescope.']
2021-07-26 18:18:34,006 | train | INFO | hyp: ['When you arrive at the observatory, you will begin to learn about the structure and principles of the astronomical telescope.']
2021-07-26 18:18:38,856 | train | INFO | ref: ['They even boiled grape juice in a lead container or put lead directly.']
2021-07-26 18:18:38,856 | train | INFO | hyp: ['They even boiled grape juice in a lead container or put lead directly.']
2021-07-26 18:18:52,420 | train | INFO | ref: ['Since the people of Hauido Island have lived with farming as their main business since ancient times, land has been a source of life and pride for them, but the people of Hauido have a 300 year history of blood and tears on this land.']
2021-07-26 18:18:52,420 | train | INFO | hyp: ['Since the people of Hyeongdo have lived with farming as their main business since ancient times, land has been a source of life and pride for them, but the people of Hyeongdo have a 300 year history of blood and tears on this land.']
2021-07-26 18:19:12,566 | train | INFO | ref: ['Nongyo consists of Yongsinje, rice planting, Gunjaengee, Ttukmaegi, Asimaegi, Shilcham, and Munmul. Choe Gwang-sun and Choe Yang-seop are functional holders.']
2021-07-26 18:19:12,566 | train | INFO | hyp: ['Gongyo consists of Gongsong, Gongsong, Gongsong, Gongsong, Gongsong, Gongsong, Gongsong, Gongsong, Gongsong, Gongsong, Gongsong, Gongsong, Gongsong, Gongsong, Gongsong, Gongsong and Gongsong.']
2021-07-26 18:19:19,960 | train | INFO | ref: ['Sehwa 3-ri, Pyoseon-myeon, a small and cozy village where most of the residents grow tangerine farming is called a herb village.']
2021-07-26 18:19:19,960 | train | INFO | hyp: ['Sewa 3-ri, a small and cozy village where most of the residents grow tangerine farming, is called a herb village.']
2021-07-26 18:19:35,120 | train | INFO | ref: ['Gyeongsangnam-do announced on the 8th that it will receive nominations for the Gyeongsangnam-do Culture Award from the 9th to the 18th of next month, targeting those who have contributed to the promotion of local culture and art and the succession and development of traditional culture.']
2021-07-26 18:19:35,121 | train | INFO | hyp: ['Gyeongsang-do announced on the 8th that it will receive candidates for the Gyeongsang-do Culture Award from the 9th to the 18th of next month, targeting those who have contributed to the development of local culture and art and the succession and development of traditional culture.']
2021-07-26 18:19:51,479 | train | INFO | ref: ['Doryeongseodang offers special memories for children to become one with nature by gardening, threshing rice, digging potatoes, and observing seasonal constellations, as well as various personality etiquette programs such as writing, etiquette, tea ceremony, Chinese language education, and calligraphy writing.']
2021-07-26 18:19:51,479 | train | INFO | hyp: ['In addition to various personality history programs such as writing, spotty education, multidisciplinary education, high school education, and spotty writing, it provides special memories that children can become one with nature by making spotty fields, digging potatoes, and observing seasonal constellations.']
2021-07-26 18:20:02,602 | train | INFO | ref: ['In addition, you can enjoy Korean dishes that it shows off the taste, and there are Korean-style rooms with traditional style and grace of Korea, and there are natural mineral water provided at all rooms.']
2021-07-26 18:20:02,602 | train | INFO | hyp: ['In addition, you can enjoy Korean dishes that are proud of your taste, and there are Korean-style rooms with Korean-style style, and there are natural water supply at all rooms.']
2021-07-26 18:20:11,042 | train | INFO | ref: ['With the latest music produced by trendy singer-songwriter Colde himself, the music video at Shinsegae Duty Free is expected to be more complete.']
2021-07-26 18:20:11,043 | train | INFO | hyp: ['With the latest music produced by trendy singer-songwriter Colde directly, the music video at the New World Shop is expected to be more complete.']
2021-07-26 18:20:27,845 | train | INFO | ref: ['As one of the highest in Daejeon Metropolitan City, it is a famous mountain that embroiders the southeastern part of Dong-gu being ranked alongside those famous mountains in the neighboring areas such as Seodaesan Mountain (904m), the highest peak in Chungnam, and Daeseongsan Mountain (705m), the highest peak in Okcheon.']
2021-07-26 18:20:27,845 | train | INFO | hyp: ['As the highest peak in Daejeon Metropolitan City, it is a mountain that stays the southeastern part of Donggu alongside the famous mountains in the neighboring areas such as the highest peak in Chungnam and the highest peak in Okcheon.']
2021-07-26 18:20:34,285 | train | INFO | ref: ['Kim Soo-mi said, "For the first time, Chef Michael\'s food was the most delicious among the guests."']
2021-07-26 18:20:34,285 | train | INFO | hyp: ['Kim Soo-mi said, "For the first time, Chef Michael\'s food was the most delicious among the guests."']
2021-07-26 18:20:44,232 | train | INFO | ref: ['From the group room to the couple room, you can choose your room according to the number of people, and you can enjoy a pleasant barbecue at a separate barbecue place for each room.']
2021-07-26 18:20:44,233 | train | INFO | hyp: ['From the group room to the couple room, you can choose your room according to the number of people, and you can enjoy a pleasant barbecue at a separate barbecue place for each room.']
2021-07-26 18:20:51,577 | train | INFO | ref: ['Nighttime, which runs from 7 p.m., is open to adults, allowing them to enjoy a romantic atmosphere among lovers.']
2021-07-26 18:20:51,577 | train | INFO | hyp: ['Nighttime, which runs from 7 p.m., is open to adults, allowing them to enjoy a romantic atmosphere among lovers.']
2021-07-26 18:20:57,263 | train | INFO | ref: ['There is also a place where you can rest while you drink tea and coffee that is indispensable in the salon culture.']
2021-07-26 18:20:57,263 | train | INFO | hyp: ['There is also a place where you can rest when you drink tea and coffee that is indispensable in the salon culture.']
2021-07-26 18:21:03,069 | train | INFO | ref: ["Jirye Artists' Colony is a village built when Imha Dam in Andong was constructed."]
2021-07-26 18:21:03,069 | train | INFO | hyp: ["Jirye Artists' Colony is a village built when Imha Dam in Andong was constructed."]
2021-07-26 18:21:15,896 | train | INFO | ref: ['Thanks to such efforts, the number of paid experience attendances for 10 days from the opening on the 19th until the 28th was 37,899, and the total number of visitors was 1,810,753, of which 21.4% were foreigners with 387,501.']
2021-07-26 18:21:15,896 | train | INFO | hyp: ['Thanks to such efforts, the number of paid experience attendances for 10 days from the opening on the 19th until the 28th was 37,899, and the total number of visitors was 181,753, of which 21.4% were foreigners with 387,501.']
2021-07-26 18:21:21,210 | train | INFO | ref: ['In the midst of the empty winter, no haven for birds can be found.']
2021-07-26 18:21:21,210 | train | INFO | hyp: ['In the midst of the empty winter, no seafood for birds can be found.']
2021-07-26 18:21:38,394 | train | INFO | ref: ["In order to drive out this snake, a pig-shaped pagoda, a foundation stone in the shape of a wild boar, was built on the grounds of Daesansa Temple in Woleunsan Mountain to attract visitors' attention."]
2021-07-26 18:21:38,395 | train | INFO | hyp: ['In order to drive out this snake, a pig-shaped seafood to attract visitors, was constructed on the shape of a pig-shaped grounds in the shape of a pig-shaped grounds located in Daesansa-san-san-san-san-san-san-san-san.']
2021-08-04 13:32:33,314 | train | INFO | Config : {'random_seed': 42, 'batch_size': 4}
2021-08-04 13:32:33,317 | train | INFO | device: cpu
2021-08-04 13:32:33,317 | train | INFO | CUDA is available : False
2021-08-04 13:32:33,317 | train | INFO | PyTorch version : 1.9.0
2021-08-04 13:33:11,075 | train | INFO | loss: 3.76102614
2021-08-04 13:33:26,306 | train | INFO | loss: 2.59607315
2021-08-04 13:33:49,460 | train | INFO | loss: 2.50502181
2021-08-04 13:34:10,185 | train | INFO | loss: 2.52853394
2021-08-04 13:34:22,298 | train | INFO | loss: 2.63940024
2021-08-04 13:34:37,519 | train | INFO | loss: 2.69563484
2021-08-04 13:34:58,577 | train | INFO | loss: 2.89325571
2021-08-04 13:35:16,181 | train | INFO | loss: 2.41585636
2021-08-04 13:35:29,972 | train | INFO | loss: 1.75389969
2021-08-04 13:35:46,938 | train | INFO | loss: 1.47690594
2021-08-04 13:36:04,752 | train | INFO | loss: 2.51211762
2021-08-04 13:36:23,579 | train | INFO | loss: 2.56726432
2021-08-04 13:36:38,356 | train | INFO | loss: 1.98032892
2021-08-04 13:36:58,120 | train | INFO | loss: 3.52195215
2021-08-04 13:37:16,861 | train | INFO | loss: 3.94274020
2021-08-04 13:37:32,352 | train | INFO | loss: 2.78842998
2021-08-04 13:37:51,015 | train | INFO | loss: 1.82813430
2021-08-04 13:38:08,341 | train | INFO | loss: 1.96218431
2021-08-04 13:38:23,739 | train | INFO | loss: 2.21844339
2021-08-04 13:38:38,336 | train | INFO | loss: 2.53601360
2021-08-04 13:38:48,983 | train | INFO | loss: 2.31587958
2021-08-04 13:39:05,815 | train | INFO | loss: 4.01747322
2021-08-04 13:39:21,996 | train | INFO | loss: 3.03284431
2021-08-04 13:39:38,614 | train | INFO | loss: 4.36033678
2021-08-04 13:39:47,739 | train | INFO | loss: 0.85463816
2021-08-04 13:39:56,408 | train | INFO | ref: ['Facilities that can be reserved for each resort can be found in Sumnadeuri (Forest Outing), and reservations can be made on a first-come, first-served basis.']
2021-08-04 13:39:56,408 | train | INFO | hyp: ['The facilities that can be booked for each resort can be found in the Forest Naddle, and it can be booked immediately as a sewing line.']
2021-08-04 13:40:15,805 | train | INFO | ref: ['In particular, Da-young, who proposed an activity, made everyone laugh by making a long face and saying, "Who said we should ride this?" and is drawing attention to the hardcore Goseong travel that made the two soul-blowing.']
2021-08-04 13:40:15,805 | train | INFO | hyp: ['In particular, Daeong, who proposed an activity, was a prejudice that made everyone bread with the appearance of making a wole, saying, "Who would make this?" and was a prejudice that made everyone bread with the appearance of making a wole.']
2021-08-04 13:40:55,442 | train | INFO | ref: ['Jeju Tourism Organization said, "We will try to present the unique beauty of Jeju City\'s night to more people by developing various and new night tour contents."']
2021-08-04 13:40:55,444 | train | INFO | hyp: ['Jyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeyeye']
2021-08-04 13:41:01,430 | train | INFO | ref: ['Some prizes are awarded based on the size, weight, and the number of fish you caught.']
2021-08-04 13:41:01,430 | train | INFO | hyp: ['A prizes will also be awarded a prizes based on the size, weight, and the number of matches.']
2021-08-04 13:41:06,424 | train | INFO | ref: ['It opened in April 1990 and was renamed as the Busan Metropolitan Joongang Library in January 1995.']
2021-08-04 13:41:06,425 | train | INFO | hyp: ['Opened in April 1990 and changed its name to the Busan Metropolitan Library in January 1995.']
2021-08-04 13:41:29,049 | train | INFO | ref: ['It offers a variety of menus, including aged fish sashimi, spotty belly greenling set, sashimi set, stewed fish, sashimi rice bowl, Korean set menu with grilled fish, cod soup, and flounder soup with mugwort.']
2021-08-04 13:41:29,050 | train | INFO | hyp: ['It offers a variety of menus, including sunset set, sunset set, sunset set, sunset set, sunset set, sunset set, sunset set, sunset set, sunset set, sunset set, sunset set, sunset set, sunset set, sunset set, sunset set, sunset set, sunset set, sunset set, sunset set.']
2021-08-04 13:41:36,984 | train | INFO | ref: ['He was a heroic king who revived the declining Baekje by devising a wealthy strong soldier that matches his name.']
2021-08-04 13:41:36,984 | train | INFO | hyp: ['He was a heroic king who resuscitated the falling army by creating a non-governmental force in accordance with his name.']
2021-08-04 13:41:45,787 | train | INFO | ref: ['The hotel offers a cold pack to keep your drinks cool, while the city of Ulsan also supports a set of first-aid travel medicine.']
2021-08-04 13:41:45,788 | train | INFO | hyp: ['The hotel offers a cold pack that allows you to keep your drinks cool during the trip, while the Ulsan City supports a set of ambulatory medications for the trip.']
2021-08-04 13:41:54,105 | train | INFO | ref: ['In addition, to develop a desirable forest tourism business model, it is developing and operating a variety of forest tour programs not only with the KORAIL Tourism Development, but also with Tour Dure and the local residents.']
2021-08-04 13:41:54,105 | train | INFO | hyp: ['In addition, it develops and operates a variety of forest tour programs with tour Dure and local residents to develop a desirable forest tour business model.']
2021-08-04 13:42:03,162 | train | INFO | ref: ['Citizens can experience the culture of dogs by participating in various events such as discus throwing, face painting, painting puppies, making fans and survival OX quizzes.']
2021-08-04 13:42:03,162 | train | INFO | hyp: ['Citizens can experience the culture of dogs by participating in various events such as throwing, face painting, making spots, and survival OX quizzes.']
2021-08-04 13:42:10,151 | train | INFO | ref: ['Jeonju City prepares a rich traditional culture program centered on Jeonju Hanok Village during the Lunar New Year holidays.']
